composition,critical_temperature_tc
Hg1,4.154
Hf0.99Zr0.01,0.37
Hf0.5V2Zr0.5,10.1
Hf0.6V2Zr0.4,9.9
Hf1V2.3,9.2
Hf1V2,9.2
Hf1Tc2,5.6
Hf0.2Ta0.8,6.9
Hg3Mg1,0.48
Hg1Mg1,0.48
Hg1Mg1,1.39
Hg2Mg1,4.0
Hg3Li1,1.7
Hg2K1,1.2
Hg3K1,3.18
Hf4K1,3.27
Hg1Sn1,4.2
Hg2Na1,1.62
Hg4Na1,3.05
Hg1Mg3,0.16
In0.5La3Tl0.5,8.9
In0.8La3Sn0.2,7.8
In1La3,9.83
In1La3,9.54
In3La1,0.7
In1,3.409
Hg3Zr1,3.28
Hg0.698Tl0.302,3.888
Hg0.714Tl0.286,3.875
Hg0.97Tl0.03,4.109
In0.11O3W1,2.8
In0.5Nb3Zr0.5,6.4
In0.15Nb3Sb0.15Sn0.7,16.09
In0.15Nb3Sn0.85,18.26
In1Nb3,8.0
In1Nb3,7.6
In0.488Na0.025Pb0.488,6.0
In1N1,3.38
In3Lu1,0.24
In0.97Pd0.03,4.45
In1Pd1,0.7
In0.1Pb0.9,6.8
In0.087Pb0.913,7.035
In0.6Pb0.4,6.36
In0.913Pb0.087,4.2
In0.961Pb0.039,3.64
In0.955Pb0.045,3.69
In0.88Sn0.12,5.03
In0.7Sn0.3,7.3
In0.5Sn0.5,6.9
In0.75Sn0.25,5.95
In0.2Si0.8V3,16.2
In2Sb1Te2,1.06
In1Sb1Sn1,2.5
In0.25Sb0.75,4.1
In1Sb1,2.1
In3Ru1,2.68
In0.005Tl0.995,2.418
In3Te4,1.25
In1Te1,3.45
In1Te1,2.2
In0.012Sn0.988,3.69
In0.05Sn0.95,3.625
In0.5Sn0.5,7.45
Ir2Lu1,2.47
Ir3Lu1,2.89
Ir3La7,2.24
Ir2La1,0.48
Ir3La7,2.32
Ir5La1,2.13
Ir1,0.113
In3Y1,0.78
In1V3,13.9
In0.1Tl0.9,3.27
Ir0.25Mo0.75Nb2.25Pt0.75,6.5
Ir1Mo3Nb1Pt1,5.82
Ir1Mo3Nb3Pt1,6.13
Ir0.29Mo0.41Nb0.3,8.7
Ir1Mo1,1.85
Ir1Mo1,8.8
Ir0.26Mo0.74,6.7
Ir1Mo3,8.8
Ir3Lu7,0.78
Ir1Lu2,0.84
Ir0.05Nb3Rh0.95,2.38
Ir0.02Nb3Rh0.98,2.43
Ir0.1Nb0.9,2.3
Ir0.34Nb0.66,2.25
Ir1Nb3,2.07
Ir1.05Nb0.95,4.75
Ir1.15Nb0.85,4.6
Ir0.3Mo0.4Re0.3,9.5
Ir1.5O0.5Y1,2.4
Ir1Os1Y1,2.6
Ir0.825Ru0.1Os0.075,0.16
Ir0.73Os0.17Ru0.1,0.34
Ir0.75Os0.05Rh0.2,0.055
Ir0.18Os0.47Rh0.35,0.55
Ir0.75Os0.25,0.4
Ir0.5Os0.5,0.98
Ir0.265O0.085Zr0.65,2.3
Ir0.287O0.14Ti0.573,5.5
Ir0.984Ni0.016,0.052
Ir0.2Ru0.05Zr0.75,6.8
Ir0.125Rh0.125Zr0.75,10.2
Ir0.05Rh0.04Ti0.91,4.0
Ir0.98Re0.02,1.7
Ir0.775Pt0.175Rh0.05,0.032
Ir0.72Pt0.08Rh0.2,0.03
Ir0.8Pt0.2,0.046
Ir0.9Pt0.1,0.066
Ir0.83Pd0.045Pt0.125,0.037
Ir2.5Sc1,2.46
Ir2Th1,6.5
Ir3Th1,4.71
Ir5Th1,3.93
Ir0.5Te0.5,3.0
Ir1Te3,1.18
Ir2Sr1,5.7
Ir1Sn2,0.78
Ir0.2Si0.05Zr0.75,6.2
Ir0.33V2.67,1.39
Ir0.04Ti0.96,1.6
Ir0.1Ti0.9,4.3
Ir1Ti3,4.97
Ir3Th7,1.52
Ir1Th1,0.37
Ir1Zr3,2.13
Ir1Zr2,7.23
Ir2Zr1,4.1
Ir0.7Y0.3,2.16
Ir2Y3,1.61
Ir2Y1,2.18
Ir3Y1,3.5
Ir0.25W0.75,3.82
Ir0.28W0.72,4.46
La0.98Lu0.02,4.643
La0.99Lu0.01,5.6
K0.3O3Re1,3.6
K0.28Mo1S2,6.2
K0.4Mo1S2,5.5
K0.4Mo1S2,6.1
K0.5Mo1O3,4.2
Ir0.25Zr0.75,8.0
Ir0.1Zr0.9,5.5
La1Pt2,0.46
La0.98Pr0.02Ru2,1.92
La0.99Pr0.01,5.3
La1Pb3,4.07
La1Os2,6.5
La1Os2,8.9
La1,3.3
La1N1,1.35
La0.2Mo6.35Pb0.8S8,13.2
La1Mg2,1.05
La0.55Lu0.45,2.2
La0.8Lu0.2,3.4
La1Si2,2.3
La5Si3,1.6
La2.4Se4Y0.6,3.92
La3Se4,7.8
La1Se1,1.02
La2.4S4Y0.6,4.77
La3S4,8.06
La1S1,0.84
La1Ru2,4.1
La7Rh3,2.58
La1Rh5,1.62
La1Rh3,2.6
La0.7Y0.3,1.85
La0.75Y0.25,2.5
La0.85Y0.15,3.06
La0.95Y0.05,5.4
La1Tl3,1.57
La3Tl1,8.86
La3Te4,5.3
La1Te1,1.48
La0.84Sn3Tm0.16,3.3
La1Sn3,6.5
La0.06Si1V2.94,15.92
La0.006Si1V2.994,16.48
Lu0.275Rh0.725,1.27
Lu1Rh5,0.49
Lu1Os2,3.49
Li1Pb1,7.2
Li0.3O3W1,2.2
Li0.4Mo1S2,3.7
La1Zn1,1.04
La0.99Y0.01,5.5
La0.15Y0.85,0.1
La0.35Y0.65,0.4
La0.48Y0.52,1.0
La0.6Y0.4,1.29
Mg2Zn11,0.88
Mg1Zn1,0.93
Mg2Zn3,0.76
Mg1Zn1,0.92
Mg7Zn3,0.28
Mg0.47Tl0.53,2.75
Mg0.1Pb0.9,6.61
Mg2Pb1,5.6
Mg0.9Mo5.1S6,2.5
Lu1Se1,0.56
Lu1S1,1.1
Lu1Ru2,0.86
Mo1N1,12.0
Mo2N1,5.0
Mo1,0.916
Mn1U6,2.32
Mn0.01Ti0.99,1.2
Mn0.02Ti0.98,1.9
Mn0.14Ti0.86,2.55
Mn0.21Si1V2.79,15.5
Mn0.03Si1V2.97,16.25
Mn0.05Rh0.04Ti0.91,2.4
Mn0.33Ni0.67U6,1.6
Mn0.67Ni0.33U6,2.7
Mo0.3Nb0.1Re0.6,10.1
Mo0.725Nb0.061Re0.187,5.0
Mo0.02Nb0.98,8.58
Mo0.05Nb0.95,8.0
Mo0.1Nb0.9,6.38
Mo0.15Nb0.85,5.3
Mo0.2Nb0.8,4.23
Mo0.25Nb0.75,3.47
Mo0.4Nb0.6,0.6
Mo0.7Nb0.3,0.016
Mo1Na0.3S2,4.1
Mo1N1,14.8
Mo6.35Pb1S8,12.6
Mo6Pb0.92S7.5,15.2
Mo5Pb1S7,12.5
Mo5.1Pb1S6,14.4
Mo5.1Pb0.9S6,13.2
Mo0.15Pa0.85,3.08
Mo4P3,2.5
Mo3P1,5.31
Mo3Os1,12.5
Mo0.62Os0.38,5.65
Mo1Os2,5.2
Mo0.2Nb0.2Re0.6,7.6
Mo0.55Pt0.05Re0.425,11.25
Mo0.5Pt0.05Re0.45,5.32
Mo0.72Pt0.28,5.6
Mo0.8Pt0.2,4.56
Mo0.815Pt0.185,4.62
Mo0.85Pt0.15,8.8
Mo0.93Pt0.17,2.8
Mo0.5Pd0.5,3.52
Mo6.35Pb0.7S8Sn0.36,10.0
Mo6.35Pb0.9S8Sn0.12,11.0
Mo6.3Pb1S6Se2,5.4
Mo6Pb1S7,14.0
Mo0.42Re0.58,8.4
Mo3Re1,9.8
Mo0.5Re0.5,6.5
Mo0.5Re0.5,11.6
Mo0.52Re0.48,11.1
Mo0.57Re0.43,14.0
Mo0.6Re0.4,10.6
Mo0.66Re0.34,11.8
Mo0.815Re0.185,8.27
Mo0.865Re0.135,6.1
Mo0.9Re0.1,2.97
Mo1Rb0.3S2,6.25
Mo0.39Ru0.61,6.9
Mo1Ru1,10.5
Mo0.6Ru0.4,7.0
Mo0.6Ru0.4,8.7
Mo0.61Ru0.39,7.18
Mo0.05Rh0.04Ti0.91,3.3
Mo0.75Rh0.25,6.6
Mo1Rh1,1.97
Mo0.7Re0.3,15.0
Mo0.23Re0.77,9.25
Mo0.28Re0.72,6.5
Mo1Re3,9.89
Mo3Se4,5.8
Mo3Se4,6.3
Mo3Sb4,2.1
Mo3Sb7,2.31
Mo5S6Zn1,3.0
Mo1S2Sr0.2,5.6
Mo3S4Sn0.6,14.2
Mo5S6Sn1,13.4
Mo6S7Sn1,13.0
Mo3S2Se2,3.3
Mo3S1Se3,3.4
Mo0.25Ru0.75,2.6
Mo0.91Ti0.09,2.95
Mo1Te2,0.3
Mo0.05Tc0.95,10.8
Mo0.1Tc0.9,13.4
Mo0.25Tc0.75,15.8
Mo0.3Tc0.7,12.0
Mo0.4Tc0.6,14.7
Mo0.45Tc0.55,14.0
Mo0.5Tc0.5,14.0
Mo0.59Si0.41,1.34
Mo0.77Si0.23,1.7
Mo3Si1,1.402
Mo2Zr1,0.125
Mo0.15V0.85,2.28
Mo0.3V0.7,0.76
Mo0.5V0.5,0.11
Mo0.006U0.944,1.2
Mo0.12U0.88,1.85
Mo0.14U0.86,2.02
Mo0.18U0.82,2.113
Mo0.22U0.78,2.06
Mo0.3U0.7,1.97
Mo0.1Ti0.9,3.25
Mo0.16Ti0.84,4.246
N1Nb1,15.2
N1Nb1,15.23
N1Nb1,14.5
N0.003Nb0.997,9.12
N1Nb2,8.6
N0.48Nb1,5.5
N0.8Nb1,8.9
N0.84Nb1,13.5
N0.92Nb1,16.5
N1Nb1,5.1
N1Nb1,16.0
Mo2Zr1,4.75
N0.99Ti1,4.35
N1Ti1,5.49
N1Th1,3.3
N1S1,0.26
N1Nb0.9V0.1,6.6
N0.85Nb0.66Ti0.34,17.61
N0.88Nb0.256Ti0.744,14.72
N0.9Nb0.114Ti0.886,10.1
N0.998Nb1O0.002,17.3
N5Nb4,8.5
N1Nb1,17.3
Nb3P1,2.0
Nb0.6Os0.4,1.85
Nb0.5Os0.5,2.86
Nb1Os2,2.52
Nb3Os1,1.05
Nb1O1,1.5
Na0.1Pb0.9,5.93
Na1Pb3,5.62
Na0.2O3W1,0.55
N1Zr1,10.7
N0.75V1,2.3
N1V1,8.5
Nb0.5Re0.5,3.8
Nb0.9Re0.1,4.5
Nb0.9Re0.1,4.5
N0.62Pt0.38,4.21
Nb0.9Pt0.1,2.5
Nb3Pt1,10.9
Nb0.6Pd0.4,1.6
Nb0.6Pd0.4,2.47
Nb0.9Pd0.1,3.5
Nb3Pb0.15Sn0.85,18.16
Nb0.67Pb1S3Ta0.33,2.01
Nb1Pb1S3,2.66
Nb0.45Rh0.55,3.07
Nb0.48Rh0.52,3.76
Nb0.6Rh0.4,4.21
Nb3Rh1,2.79
Nb0.85Rh0.15,3.0
Nb0.9Rh0.1,2.8
Nb0.11Re0.78Ta0.11,8.8
Nb0.05Re0.75Ta0.2,9.8
Nb0.29Re0.71,5.6
Nb0.38Re0.62,2.45
Nb0.4Re0.6,2.36
Nb1S3Sn1,2.85
Nb1S2,5.5
Nb1S2,6.2
Nb1Ru3,12.0
Nb0.4Ru0.6,2.5
Nb0.6Ru0.4,1.2
Nb0.8Ru0.2,4.8
Nb0.9Ru0.1,2.8
Nb0.925Ru0.075,4.2
Nb0.05Rh0.04Ti0.91,2.4
Nb0.45Re0.55,6.2
Nb0.375Rh0.625,2.7
Nb3Si1,1.5
Nb1Se3Sn1,3.09
Nb1Se2,7.0
Nb1Se2,7.38
Nb1Se2,6.95
Nb1Se2,7.3
Nb3Se4,1.61
Nb0.25Sb0.25Ti0.5,2.05
Nb0.5Sb0.25Ti0.25,3.05
Nb3Sb0.15Sn0.7Tl0.15,16.04
Nb5Sb4,8.6
Nb0.83Sb0.17,1.95
Nb0.84S0.16,5.6
Nb0.92Sn0.08,5.6
Nb3Sn1,18.0
Nb3Sn1,18.3
Nb3Sn1,18.07
Nb0.03Si1V2.97,15.8
Nb3Si1Sn1V3,4.0
Nb3Si0.06Sn0.94,17.8
Nb3Si0.25Sn0.75,16.4
Nb3Si0.27Sn0.73,13.9
Nb3Si0.5Sn0.5,8.3
Nb3Si0.6Sn0.4,6.5
Nb0.69Sn0.25Ta0.06,17.8
Nb3Sn1,18.0
Nb1Sn2,2.68
Nb0.5Sn0.5,17.5
Nb0.5Sn0.5,17.91
Nb6Sn5,2.07
Nb3Sn2,17.2
Nb0.72Sn0.28,18.2
Nb0.76Sn0.74,18.1
Nb0.8Sn0.2,17.3
Nb0.8Sn0.2,18.5
Nb0.8Sn0.2,7.5
Nb0.991Ta0.009,8.87
Nb0.75Sn0.125Zr0.125,16.7
Nb0.25Sn0.25V0.5,5.5
Nb0.375Sn0.25V0.375,7.4
Nb0.5Sn0.25V0.25,9.8
Nb0.625Sn0.25V0.125,14.2
Nb3Sn0.85Tl0.15,18.2
Nb0.25Sn0.25Ta0.25V0.25,6.2
Nb0.5Sn0.25Ta0.125V0.125,12.2
Nb0.25Sn0.25Ta0.5,10.8
Nb0.5Sn0.25Ta0.25,16.4
Nb0.625Sn0.25Ta0.125,17.6
Nb0.17Ta0.83,4.65
Nb0.2Ta0.8,4.64
Nb0.92Ta0.71,4.94
Nb0.37Ta0.63,5.31
Nb0.47Ta0.53,6.2
Nb0.5Ta0.5,6.25
Nb0.64Ta0.36,6.8
Nb0.803Ta0.197,7.85
Nb0.87Ta0.13,8.15
Nb0.938Ta0.062,8.42
Nb0.957Ta0.043,8.55
Nb0.984Ta0.016,8.76
Nb0.95Ti0.05,9.41
Nb1Te2,0.66
Nb3Te4,1.49
Nb0.03Tc0.97,12.8
Nb0.06Tc0.94,12.8
Nb0.24Tc0.76,12.9
Nb0.42Tc0.58,10.9
Nb0.93Tc0.07,7.0
Nb0.97Tc0.03,7.6
Nb0.31Ta0.06Ti0.62,9.0
Nb0.025Ta0.975,4.465
Nb0.5Ti0.3V0.2,7.8
Nb0.025Ti0.975,1.5
Nb0.22Ti0.8,7.8
Nb0.25Ti0.75,7.4
Nb0.33Ti0.67,9.3
Nb0.44Ti0.56,8.99
Nb0.5Ti0.5,10.3
Nb0.55Ti0.45,9.4
Nb0.6Ti0.4,9.8
Nb0.7Ti0.3,10.1
Nb0.75Ti0.25,10.02
Nb0.9Ti0.1,9.61
Nb0.26U0.74,1.85
Nb0.222U0.778,1.98
Nb0.19Ti0.74Zr0.07,9.1
Nb0.21Ti0.61Zr0.18,7.21
Nb0.35Ti0.6Zr0.05,8.6
Nb0.35Ti0.15Zr0.5,9.3
Nb0.5Ti0.1Zr0.4,10.3
Nb0.75Ti0.15Zr0.1,9.7
Nb0.1Ti0.4V0.5,5.3
Nb0.4Ti0.4V0.2,7.6
Nb0.5Ti0.2V0.3,8.5
Nb0.1Zr0.9,7.6
Nb0.13Zr0.87,6.42
Nb0.15Zr0.85,6.2
Nb0.2Zr0.8,8.0
Nb0.25Zr0.75,10.45
Nb0.38Zr0.62,8.7
Nb0.5Zr0.5,10.75
Nb0.6Zr0.4,10.75
Nb0.68Zr0.32,10.05
Nb0.75Zr0.25,11.0
Nb0.85Zr0.15,10.8
Nb0.5V1.5Zr1,4.3
Ni0.1Zr0.9,1.5
Ni1Zr2,1.6
Ni0.5V0.16Zr0.34,0.43
Ni0.22V0.78,0.35
Ni1U6,0.86
Ni3Th7,1.98
Ni1Ta2,0.9
Ni0.05Rh0.04Ti0.91,3.5
Ni0.1Pd0.9Te2,1.3
Ni0.05Pd0.95Te2,1.4
Nb0.2Zr0.8,9.2
Nb0.04Zr0.96,4.9
O3Tl0.03W1,2.14
O1.07Ti1,1.0
O1Ti1,1.06
O1Ti1,0.6
O3Sr0.08W1,4.0
O1Sn1,3.81
O0.105Rh0.285Zr0.61,11.8
O0.14Rh0.287Ti0.573,3.37
O1Re1Ti1,5.74
O3Rb0.33W1,7.7
O0.105Pd0.285Zr0.61,2.09
Nb1O1,1.39
Os1Ti1,0.46
Os3Th7,1.51
Os1Ta1,1.95
Os2Sc1,4.6
Os0.05Rh0.04Ti0.91,3.5
Os0.97Rh0.03,0.09
Os1Re1Y1,2.0
Os0.058Re0.942,1.93
Os1,0.66
O1W3,3.35
O1V3Zr3,7.5
O0.03V0.97,2.4
P1Pb1,7.8
Os0.06Zr0.94,5.6
Os2Zr1,3.0
Os2Y1,4.7
Os0.075W0.925,0.9
Os0.1W0.9,1.5
Os0.15W0.85,2.2
Os0.25W0.75,3.02
Os0.34W0.66,3.81
Os0.74W0.26,4.4
Os0.5V0.5,5.15
Os0.55V0.45,5.04
Pb1Pt1,7.2
Pb0.8Pt0.2,2.8
Pb2Pd1,3.01
Pb1Mo6S7,11.1
Pb1,7.195
Pa0.75Zr0.25,1.54
Pa1,1.4
P1W3,2.76
P1Sn1,4.0
P0.3Si0.7V3,14.75
P0.2Si0.8V3,16.6
Pb3Th1,5.55
Pb3Sr1,1.85
Pb0.9Sn0.1,7.17
Pb0.01Sn0.99,3.752
Pb0.28Sn0.72,7.05
Pb0.36Sn0.64,7.75
Pb0.57Sn0.43,7.45
Pb0.9Sb0.1,6.28
Pb1Sb1,6.6
Pb1S3Ta1,3.11
Pb1.9Rh1,1.32
Pb2Rh1,2.66
Pb0.9Zn0.1,7.12
Pb3Yb1,0.23
Pb3Y1,4.72
Pb1Tl2,4.1
Pb0.35Tl0.65,3.8
Pb0.6Tl0.4,5.8
Pb0.73Tl0.27,6.43
Pb0.79Tl0.21,6.43
Pb0.85Tl0.15,6.73
Pb0.89Tl0.11,6.88
Pb0.93Tl0.075,6.98
Pb0.96Tl0.04,7.06
Pd1Sb2,1.25
Pd1Sb1,1.66
Pd2.2S1,1.63
Pd0.05Ru0.05Zr0.9,9.0
Pd0.02Rh0.31Zr0.67,9.85
Pd0.04Rh0.29Zr0.67,8.56
Pd0.05Rh0.04Ti0.91,3.7
Pd0.95Rh0.05Te2,1.65
Pd0.95Pt0.05Te2,1.71
Pd0.9Pt0.1Te2,1.65
Pb1Zr3,0.76
Pb3Zr5,4.6
Pd1Sn1,0.41
Pd3Sn2,0.64
Pd2Sn1,0.41
Pd1Si1,0.93
Pd0.67Se0.33,2.2
Pd5Se2,2.3
Pd4Se1,0.42
Pd6.7Se1,0.66
Pd1Sb1Te1,1.2
Pd1Sb1Se1,1.0
Pd0.51Sb0.49,1.67
Pd0.165Sb0.835,4.9
Pd1Tl2,1.32
Pd1Th2,0.75
Pd0.87Te2,1.85
Pd0.95Te2,1.89
Pd1.05Te2,1.77
Pd1Te2,1.69
Pd1.25Te2,2.2
Pd1.5Te2,2.21
Pd1.75Te2,2.25
Pd1Te1,3.85
Pd3Te1,0.76
Pd1Sn2,3.34
Pt1Th1,0.44
Pt5Th1,3.13
Pt1Te1,0.59
Pt0.15Ta0.85,0.4
Pt0.3Ta0.7,1.45
Pt1Ta1,1.0
Pt1Sn1,0.37
Pt1Si1,0.88
Pt1Sb1,2.1
Pt0.05Rh0.04Ti0.91,4.3
Pd0.1Zr0.9,7.5
Pd1V3,0.082
Pt2Y1,1.57
Pt2.2Y1,1.7
Pt0.5W0.5,1.45
Pt0.22V0.78,1.76
Pt1V3,3.62
Pt1V3,3.2
Pt1V3,3.62
Pt0.017U0.983,0.85
Pt0.02U0.98,0.87
Pt1Tl2,1.58
Pt1Ti3,0.58
Pt3Th7,0.98
Re1Ta1,1.3
Re0.65Ta0.35,1.58
Re0.75Ta0.25,6.78
Re0.83Ru0.17,2.23
Re0.05Rh0.04Ti0.91,2.3
Os0.06Re0.94,1.93
Re1,7.0
Re1,1.696
Pt1Zr1,3.0
Pt0.42Y0.58,0.76
Pt3Y7,0.82
Pt2Y3,0.9
Re0.15W0.85,2.4
Re0.25W0.75,4.6
Re0.6W0.4,6.0
Re3W1,9.0
Re0.6V0.4,2.2
Re0.76V0.24,4.52
Re0.9V0.1,9.4
Re0.92V0.08,6.8
Re0.83Ti0.17,9.0
Re24Ti5,6.6
Re2Th1,5.05
Re0.75Ta0.25,4.7
Rh0.53Se0.47,6.0
Rh0.04Sc0.05Ti0.91,1.3
Rh0.24Sc0.76,0.92
Rh17S15,5.8
Rh0.04Ru0.05Ti0.91,3.5
Re24Zr5,3.0
Re6Zr1,7.4
Re0.67Zr0.33,6.8
Re0.67Y0.33,1.83
Re0.5W0.5,8.1
Re0.6W0.4,9.7
Re0.73W0.27,8.3
Rh3Th7,2.15
Rh1Th1,0.36
Rh5Th1,1.07
Rh0.67Te0.33,0.49
Rh1Te2,1.51
Rh0.04Ta0.05Ti0.91,2.3
Rh0.33Ta0.66,7.0
Rh0.4Ta0.6,2.35
Rh1Ta1,2.0
Rh2Sr1,6.2
Rh1Sn2,0.6
Rh0.36Se0.64,6.0
Rh0.02U0.98,0.96
Rh0.91Ti0.04Zr0.05,1.8
Rh0.91Ti0.04Y0.05,1.4
Rh0.91Ti0.4W0.05,3.4
Rh0.91Ti0.4V0.05,2.9
Rh0.04Ti0.96,2.0
Rh0.06Ti0.94,2.6
Rh0.08Ti0.92,3.5
Rh0.1Ti0.9,4.0
Rh0.12Ti0.88,4.0
Rh0.88Ti0.12,4.0
Rh0.91Ti0.09,2.0
Rh1Zr3,11.0
Rh0.33Zr0.67,11.25
Rh1Zr2,11.36
Rh0.4Zr0.6,7.0
Rh1Zr1,2.7
Rh1Y3,0.65
Rh2Y3,1.48
Rh3Y1,1.07
Rh5Y1,0.56
Rh0.3W0.7,7.3
Rh1W1,3.37
Rh0.35V0.65,1.075
Ru0.46V0.54,5.0
Ru1Ti1,1.07
Ru2Th1,3.56
Ru2Sc1,2.24
Ru1,0.493
Rh0.25Zr0.75,11.4
Rh0.33Zr0.66,11.2
Rh0.03Zr0.97,10.4
Rh0.12Zr0.88,11.0
Rh0.14Zr0.86,11.1
Rh0.14Zr0.86,9.5
Rh0.17Zr0.83,9.6
S1.2Se0.8Ta1,3.9
Ru0.1Zr0.9,5.7
Ru2Zr1,2.4
Ru2Y1,2.42
Ru0.4W0.6,5.0
Ru0.5W0.5,5.7
Ru0.4W0.6,4.67
Ru1W1,7.5
Ru0.58W0.42,5.2
Ru0.4V0.6,1.0
Ru0.45V0.55,4.0
Ru0.452V0.548,4.2
Sb0.05Sn0.95,3.75
Sb0.4Sn0.6,3.8
Sb1Sn1,1.56
Sb0.7Sn0.3,2.85
S1.1Zr1,4.5
S1Y1,1.9
S2Ta1,0.8
S2Ta1,1.6
S2Ta1,0.8
S3Sn1Ta1,2.96
S0.8Se1.2Ta1,3.9
S1Se1Ta1,3.7
Sc0.01Zr0.99,0.32
Sc0.05Zr0.95,0.11
Sc0.07Zr0.93,0.08
Sb2Zr3,1.74
Sb0.03V0.97,2.63
Sb1V3,0.8
Sb0.28Tl0.72,5.2
Sb0.66Tl0.33,5.2
Sb0.25Ti0.75,7.2
Sb1Ti3,5.47
Sb1Ta3,0.72
Sb0.011Sn0.989,3.642
Si0.25V0.75,16.86
Si0.25V0.75,16.95
Si0.25V0.75,17.0
Si0.25V0.75,17.1
Si0.263V0.737,15.8
Si0.3V0.7,16.95
Si1Ti0.15V2.85,14.55
Si2Th1,2.41
Si2Th1,3.16
Si3Sr2,0.55
Se1Y1,2.5
Nb3Se4,1.61
Sn0.35Te0.65,1.9
Sn0.25Ta0.5V0.25,3.7
Sn0.25Ta0.25V0.5,2.8
Sn1Ta3,6.4
Sn1Ta3,6.2
Sn1Ta3,8.35
Si0.4W0.6,2.84
Si0.22V0.78,14.38
Si0.2V0.8,7.51
Si0.206V0.794,14.5
Si0.25V0.75,16.6
Si0.25V0.75,16.65
Ta0.05V2Zr0.95,8.9
Ta0.25V0.75,2.8
Ta0.5V0.5,2.35
Ta0.75V0.25,2.65
Ta0.52Ti0.48,7.86
Ta1,4.463
Sn1Zr4,0.92
Sn0.91Zn0.09,3.722
Sn1V3,7.0
Sn1V3,3.8
Sn3Th1,3.33
Sn0.25Te0.75,1.7
Tc0.1V0.9,1.5
Tc0.6V0.4,4.17
Tc0.65V0.35,4.49
Tc0.7V0.3,6.41
Tc0.7V0.3,8.3
Tc0.75V0.25,11.07
Tc0.8V0.2,11.24
Tc0.9V0.1,11.32
Tc0.95V0.05,10.99
Tc0.44Th0.56,5.3
Tc1,7.46
Ta0.96Zr0.04,5.7
Ti0.975V0.025,1.4
Ti1,0.4
Th2Zn1,0.67
Th0.5Y0.5,1.25
Th1U0.001,0.785
Th1Tl3,0.87
Th1,1.39
Te1Y1,2.05
Te3Tl5,2.078
Tc2Zr1,7.6
Tc6Zr1,9.7
Tc0.9W0.1,10.4
Ti0.013V0.987,12.8
Ti0.42V0.58,7.52
Ti1V1,6.09
Ti0.516V0.484,7.2
Ti0.6V0.4,7.0
Ti0.615V0.385,7.07
Ti0.7V0.3,6.14
Ti0.75V0.25,5.3
Ti0.76V0.24,4.382
Ti0.775V0.225,4.7
Ti0.9V0.1,6.3
Ti0.96V0.04,2.7
Tl1,1.38
Tl1,1.45
Tl1,2.4
Tl1,2.332
Tl1,2.38
Ti0.81Zr0.82,1.03
Ti0.33Zr0.66,1.35
Ti0.5Zr0.5,1.65
Ti0.5Zr0.5,1.23
Ti0.66Zr0.33,1.36
Ti0.17V0.5Zr0.33,7.6
Ti0.33V0.33Zr0.33,6.6
Ti0.75V0.25,5.3
Ti0.76V0.24,4.382
Ti0.775V0.225,4.7
Ti0.9V0.1,6.3
Ti0.96V0.04,2.7
Ti0.975V0.025,1.4
Ti1,0.4
Th2Zn1,0.67
Th0.5Y0.5,1.25
Th1U0.001,0.785
V0.4Zr0.6,7.8
V0.6Zr0.4,8.3
V2Zr1,9.0
V2Zr1,8.5
V0.7Zr0.3,8.6
Tl3Y1,1.52
Ti0.615V0.385,7.07
Ti0.7V0.3,6.14
Cs0.3Mo1S2,6.3
Zn1,0.857
Y1,2.5
La1Pb3,4.07
Mg0.93Pb0.07,0.013
Mo5S6Zn1,3.2
Mo3S4Sn0.6,14.2
Mo6Pb0.92S7.5,14.0
N0.34Re1,5.0
N1Ta1,4.84
Nb3Pt1,11.0
Nb1P1S1,12.5
Nb1Se2,8.8
Nb1Se2,7.77
Nb3Sb1,2.2
Nb1S2,6.26
Nb1Ru3,15.0
Nb0.71Sn0.29,18.3
Nb0.75Si0.25,9.0
Nb0.79Si0.21,9.3
Nb1Se2,4.7
Nb1Se2,8.9
Nb3Sn1,17.77
P1,5.8
P3Pd7,0.7
P3Pd7,1.0
P1,5.6
P0.95Zr1,4.6
P1Zr3,4.5
Pb0.96Tl0.04,7.06
Pd2.8S1,1.63
Pt1V3,2.53
Ru0.465V0.535,5.8
Sb1,3.55
Ru0.46V0.54,5.05
Se2Ta1,0.16
Se2Ta1,0.13
Se1,9.65
Si3Sr2,0.55
Si1,7.1
Si0.25V0.75,16.7
Sn0.1Tl0.9,3.5
Sn0.65Tl0.35,7.1
Sn1,5.3
Sn1,5.2
Sn1,3.722
Te1,4.28
Te1,3.9
Tc1,8.0
Ta0.15Zr0.85,4.3
Sr1,3.6
Th1,1.35
Th1,1.39
Te1,3.3
Te1,4.3
N1Ti1,4.86
C2Y1,3.88
B1Zr1,2.8
La1Si2,2.5
N0.34Re1,4.0
N1Nb1,15.6
C1W2,2.74
C1Mo1,7.7
C1Mo2,2.78
C1Ta1,3.3
C1Nb1,6.0
B1Ta2,3.12
C1Tc1,3.85
B1Re2,2.8
B1Mo1,0.5
Si1Ta1,4.28
Ge0.7Mo1,1.2
Si2W3,2.84
Mo1Si0.7,1.34
C1Ru1,2.0
C1Fe3,1.3
Si2Th1,2.41
Si2Th1,3.16
C1Ta1,10.2
Nb0.4Ta0.6C1,11.8
C1Nb1,9.0
Co0.44Mo0.56,13.0
C1Mo1,13.0
Ge2Rh5,2.12
Nb1S2,6.1
La3S4,8.25
Nb1Se2,6.2
